"Indicator_Name","Indicator_Number","State","Type","Value","SE","CV","CI_Lower","CI_Upper","Indicator","Year"
"42. Estimated BLM range acres that meet this condition",18,"ID","1",0,0,0,0,0,"25% OR GREATER OF FOLIAGE COMPOSED OF NON-NATIVE INVASIVE SPECIES","2020"
"42. Estimated BLM range acres that meet this condition",18,"ID","2",0,0,0,0,0,"25% OR GREATER OF FOLIAGE COMPOSED OF NON-NATIVE INVASIVE SPECIES","2020"
"42. Estimated BLM range acres that meet this condition",18,"MT","1",1146053,266184,0.232,804924,1487182,"25% OR GREATER OF FOLIAGE COMPOSED OF NON-NATIVE INVASIVE SPECIES","2020"
"42. Estimated BLM range acres that meet this condition",18,"MT","2",0,0,0,0,0,"25% OR GREATER OF FOLIAGE COMPOSED OF NON-NATIVE INVASIVE SPECIES","2020"
"42. Estimated BLM range acres that meet this condition",18,"NV","1",3119292,501111,0.161,2477092,3761492,"25% OR GREATER OF FOLIAGE COMPOSED OF NON-NATIVE INVASIVE SPECIES","2020"
"42. Estimated BLM range acres that meet this condition",18,"NV","2",10453889,2085268,0.199,7781510,13126268,"25% OR GREATER OF FOLIAGE COMPOSED OF NON-NATIVE INVASIVE SPECIES","2020"
"42. Estimated BLM range acres that meet this condition",18,"NM","2",517173,532382,1.029,0,1199448,"25% OR GREATER OF FOLIAGE COMPOSED OF NON-NATIVE INVASIVE SPECIES","2020"
"42. Estimated BLM range acres that meet this condition",18,"OR","1",2498691,535639,0.214,1812242,3185140,"25% OR GREATER OF FOLIAGE COMPOSED OF NON-NATIVE INVASIVE SPECIES","2020"
"42. Estimated BLM range acres that meet this condition",18,"OR","2",1116907,635846,0.569,302037,1931776,"25% OR GREATER OF FOLIAGE COMPOSED OF NON-NATIVE INVASIVE SPECIES","2020"
"42. Estimated BLM range acres that meet this condition",18,"SD","2",0,0,0,0,0,"25% OR GREATER OF FOLIAGE COMPOSED OF NON-NATIVE INVASIVE SPECIES","2020"
"42. Estimated BLM range acres that meet this condition",18,"UT","1",52664,55845,1.06,0,124232,"25% OR GREATER OF FOLIAGE COMPOSED OF NON-NATIVE INVASIVE SPECIES","2020"
"42. Estimated BLM range acres that meet this condition",18,"UT","2",9856268,2041020,0.207,7240595,12471941,"25% OR GREATER OF FOLIAGE COMPOSED OF NON-NATIVE INVASIVE SPECIES","2020"
"42. Estimated BLM range acres that meet this condition",18,"WA","2",173163,170152,0.983,0,391221,"25% OR GREATER OF FOLIAGE COMPOSED OF NON-NATIVE INVASIVE SPECIES","2020"
"42. Estimated BLM range acres that meet this condition",18,"WY","1",1516748,341806,0.225,1078707,1954790,"25% OR GREATER OF FOLIAGE COMPOSED OF NON-NATIVE INVASIVE SPECIES","2020"
"42. Estimated BLM range acres that meet this condition",18,"WY","2",196265,264827,1.349,0,535654,"25% OR GREATER OF FOLIAGE COMPOSED OF NON-NATIVE INVASIVE SPECIES","2020"
"43. Estimated % of BLM range acres that meet this condition",19,"BLM","NA",30.18,2.13,0.071,27.45,32.92,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"43. Estimated % of BLM range acres that meet this condition",19,"AZ","2",37.98,7.75,0.204,28.05,47.92,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"43. Estimated % of BLM range acres that meet this condition",19,"CA","1",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"43. Estimated % of BLM range acres that meet this condition",19,"CA","2",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"43. Estimated % of BLM range acres that meet this condition",19,"CO","1",18.53,4.97,0.268,12.17,24.9,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"43. Estimated % of BLM range acres that meet this condition",19,"CO","2",12.1,7.45,0.616,2.55,21.64,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"43. Estimated % of BLM range acres that meet this condition",19,"ID","1",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"43. Estimated % of BLM range acres that meet this condition",19,"ID","2",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"43. Estimated % of BLM range acres that meet this condition",19,"MT","1",10.89,3.35,0.308,6.59,15.19,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"43. Estimated % of BLM range acres that meet this condition",19,"MT","2",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"43. Estimated % of BLM range acres that meet this condition",19,"NV","1",11.35,3.08,0.272,7.4,15.3,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"43. Estimated % of BLM range acres that meet this condition",19,"NV","2",46.19,7.03,0.152,37.18,55.2,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"43. Estimated % of BLM range acres that meet this condition",19,"NM","2",43.09,7.08,0.164,34.02,52.17,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"43. Estimated % of BLM range acres that meet this condition",19,"OR","1",15.13,2.98,0.197,11.32,18.94,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"43. Estimated % of BLM range acres that meet this condition",19,"OR","2",9.44,10.63,1.126,0,23.06,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"43. Estimated % of BLM range acres that meet this condition",19,"SD","2",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"43. Estimated % of BLM range acres that meet this condition",19,"UT","1",10.13,7.05,0.696,1.1,19.16,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"43. Estimated % of BLM range acres that meet this condition",19,"UT","2",49.2,8.21,0.167,38.68,59.71,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"43. Estimated % of BLM range acres that meet this condition",19,"WA","2",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"43. Estimated % of BLM range acres that meet this condition",19,"WY","1",14.45,1.9,0.131,12.02,16.88,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"43. Estimated % of BLM range acres that meet this condition",19,"WY","2",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"45. Estimated BLM range acres that meet this condition",19,"BLM","NA",46586882,3347511,0.072,42296875,50876890,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"45. Estimated BLM range acres that meet this condition",19,"AZ","2",5796143,1124224,0.194,4355391,7236894,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"45. Estimated BLM range acres that meet this condition",19,"CA","1",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"45. Estimated BLM range acres that meet this condition",19,"CA","2",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"45. Estimated BLM range acres that meet this condition",19,"CO","1",428204,110771,0.259,286246,570163,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"45. Estimated BLM range acres that meet this condition",19,"CO","2",734489,436199,0.594,175477,1293500,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"45. Estimated BLM range acres that meet this condition",19,"ID","1",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"45. Estimated BLM range acres that meet this condition",19,"ID","2",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"45. Estimated BLM range acres that meet this condition",19,"MT","1",761458,229494,0.301,467349,1055567,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"45. Estimated BLM range acres that meet this condition",19,"MT","2",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"45. Estimated BLM range acres that meet this condition",19,"NV","1",1684762,453437,0.269,1103659,2265865,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"45. Estimated BLM range acres that meet this condition",19,"NV","2",15907575,2724227,0.171,12416338,19398813,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"45. Estimated BLM range acres that meet this condition",19,"NM","2",7098295,1247344,0.176,5499760,8696830,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"45. Estimated BLM range acres that meet this condition",19,"OR","1",1661088,326062,0.196,1243223,2078953,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"45. Estimated BLM range acres that meet this condition",19,"OR","2",446614,494581,1.107,0,1080445,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"45. Estimated BLM range acres that meet this condition",19,"SD","2",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"45. Estimated BLM range acres that meet this condition",19,"UT","1",119085,89275,0.75,4674,233495,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"45. Estimated BLM range acres that meet this condition",19,"UT","2",9606150,1803536,0.188,7294826,11917474,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"45. Estimated BLM range acres that meet this condition",19,"WA","2",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"45. Estimated BLM range acres that meet this condition",19,"WY","1",2343019,308351,0.132,1947851,2738187,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"45. Estimated BLM range acres that meet this condition",19,"WY","2",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","2020"
"46. Estimated % of BLM range acres that meet this condition",20,"BLM","NA",14.12,2.16,0.153,11.35,16.89,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"46. Estimated % of BLM range acres that meet this condition",20,"AZ","2",5.28,3.9,0.739,0.28,10.29,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"46. Estimated % of BLM range acres that meet this condition",20,"CA","1",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"46. Estimated % of BLM range acres that meet this condition",20,"CA","2",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"46. Estimated % of BLM range acres that meet this condition",20,"CO","1",14.73,4.87,0.331,8.49,20.96,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"46. Estimated % of BLM range acres that meet this condition",20,"CO","2",2.63,2.79,1.059,0,6.21,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"46. Estimated % of BLM range acres that meet this condition",20,"ID","1",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"46. Estimated % of BLM range acres that meet this condition",20,"ID","2",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"46. Estimated % of BLM range acres that meet this condition",20,"MT","1",8.38,2.37,0.282,5.35,11.42,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"46. Estimated % of BLM range acres that meet this condition",20,"MT","2",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"46. Estimated % of BLM range acres that meet this condition",20,"NV","1",4.26,2.33,0.548,1.27,7.25,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"46. Estimated % of BLM range acres that meet this condition",20,"NV","2",19.42,5.48,0.282,12.41,26.44,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"46. Estimated % of BLM range acres that meet this condition",20,"NM","2",29.69,7.74,0.261,19.78,39.6,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"46. Estimated % of BLM range acres that meet this condition",20,"OR","1",11.76,2.89,0.245,8.06,15.45,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"46. Estimated % of BLM range acres that meet this condition",20,"OR","2",9.44,10.63,1.126,0,23.06,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"46. Estimated % of BLM range acres that meet this condition",20,"SD","2",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"46. Estimated % of BLM range acres that meet this condition",20,"UT","1",3.58,3.91,1.091,0,8.6,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"46. Estimated % of BLM range acres that meet this condition",20,"UT","2",22.97,7.75,0.338,13.03,32.91,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"46. Estimated % of BLM range acres that meet this condition",20,"WA","2",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"46. Estimated % of BLM range acres that meet this condition",20,"WY","1",8.81,1.67,0.19,6.67,10.94,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"46. Estimated % of BLM range acres that meet this condition",20,"WY","2",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"48. Estimated BLM range acres that meet this condition",20,"BLM","NA",21795792,3351055,0.154,17501242,26090341,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"48. Estimated BLM range acres that meet this condition",20,"AZ","2",805968,605459,0.751,30042,1581895,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"48. Estimated BLM range acres that meet this condition",20,"CA","1",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"48. Estimated BLM range acres that meet this condition",20,"CA","2",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"48. Estimated BLM range acres that meet this condition",20,"CO","1",340206,109524,0.322,199845,480566,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"48. Estimated BLM range acres that meet this condition",20,"CO","2",159827,168551,1.055,0,375834,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"48. Estimated BLM range acres that meet this condition",20,"ID","1",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"48. Estimated BLM range acres that meet this condition",20,"ID","2",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"48. Estimated BLM range acres that meet this condition",20,"MT","1",585836,162981,0.278,376967,794705,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"48. Estimated BLM range acres that meet this condition",20,"MT","2",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"48. Estimated BLM range acres that meet this condition",20,"NV","1",632256,344911,0.546,190235,1074278,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"48. Estimated BLM range acres that meet this condition",20,"NV","2",6689144,1986730,0.297,4143047,9235241,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"48. Estimated BLM range acres that meet this condition",20,"NM","2",4890200,1352801,0.277,3156517,6623884,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"48. Estimated BLM range acres that meet this condition",20,"OR","1",1290670,318260,0.247,882804,1698537,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"48. Estimated BLM range acres that meet this condition",20,"OR","2",446614,494581,1.107,0,1080445,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"48. Estimated BLM range acres that meet this condition",20,"SD","2",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"48. Estimated BLM range acres that meet this condition",20,"UT","1",42149,47989,1.139,0,103649,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"48. Estimated BLM range acres that meet this condition",20,"UT","2",4485496,1494805,0.333,2569826,6401167,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"48. Estimated BLM range acres that meet this condition",20,"WA","2",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"48. Estimated BLM range acres that meet this condition",20,"WY","1",1427425,276101,0.193,1073587,1781262,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"48. Estimated BLM range acres that meet this condition",20,"WY","2",0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","2020"
"49. Percent of Bare Ground on BLM range",21,"BLM","NA",25.55,0.97,0.038,24.31,26.78," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"49. Percent of Bare Ground on BLM range",21,"AZ","2",10.53,2.22,0.211,7.69,13.37," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"49. Percent of Bare Ground on BLM range",21,"CA","1",0,0,0,0,0," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"49. Percent of Bare Ground on BLM range",21,"CA","2",0,0,0,0,0," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"49. Percent of Bare Ground on BLM range",21,"CO","1",28.95,2.43,0.084,25.83,32.07," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"49. Percent of Bare Ground on BLM range",21,"CO","2",17.92,2.61,0.145,14.58,21.26," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"49. Percent of Bare Ground on BLM range",21,"ID","1",0,0,0,0,0," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"49. Percent of Bare Ground on BLM range",21,"ID","2",0,0,0,0,0," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"49. Percent of Bare Ground on BLM range",21,"MT","1",11.71,1.24,0.106,10.12,13.3," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"49. Percent of Bare Ground on BLM range",21,"MT","2",19.28,13,0.674,2.63,35.94," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"49. Percent of Bare Ground on BLM range",21,"NV","1",21.18,2.34,0.111,18.18,24.18," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"49. Percent of Bare Ground on BLM range",21,"NV","2",27.9,2.69,0.097,24.45,31.35," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"49. Percent of Bare Ground on BLM range",21,"NM","2",45.04,3.94,0.087,39.99,50.08," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"49. Percent of Bare Ground on BLM range",21,"OR","1",26.89,1.33,0.05,25.18,28.59," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"49. Percent of Bare Ground on BLM range",21,"OR","2",17.78,3.33,0.187,13.51,22.06," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"49. Percent of Bare Ground on BLM range",21,"SD","2",4.95,4.86,0.983,0,11.18," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"49. Percent of Bare Ground on BLM range",21,"UT","1",18.04,4.97,0.276,11.67,24.41," PERCENT OF BARE GROUND ON BLM RANGE","2020"
"49. Percent of Bare Ground on BLM range",21,"UT","2",31.49,4.68,0.149,25.49,37.49," PERCENT OF BARE GROUND ON BLM RANGE","2020"
