"","Ecoregion","Year","Indicator_Name","Indicator_Number","Ecoregion_name","Value","SE","CV","CI_Lower","CI_Upper","Indicator","xlab","ylab","var_type","figure_title","Index","figure_title_edit","caption","BLM.Sample","BLM.Acres","Value2","CI_Lower2","CI_Upper2","Flag"
"4702","Western Cordillera","2016","19. Estimated % of BLM range acres with SSS <= 2",9,"WESTERN.CORDILLERA",94.01,4.05,0.04,88.83,99.2,"SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2)","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) (80% confidence interval) ",17,"Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) (80% confidence interval) ","",135,10584180,94.01,88.83,99.2,NA
"4703","Western Cordillera","2016","43. Estimated % of BLM range acres that meet this condition",18,"WESTERN.CORDILLERA",10.22,4.93,0.48,3.91,16.53,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ","",135,10584180,10.22,3.91,16.53,NA
"4704","Western Cordillera","2016","6. Estimated BLM range acres with BI = 3",2,"WESTERN.CORDILLERA",737835,380115,0.52,250698,1224971,"BIOTIC INTEGRITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (BI = 3)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with moderate departure from biotic integrity reference conditions (BI = 3) ",4,"BLM rangeland acres (millions) with moderate departure from biotic integrity reference conditions (BI = 3) ","",135,10584180,0.737835,0.250698,1.224971,NA
"4705","Western Cordillera","2016","31. Estimated % of BLM range acres with all 3 rangeland health attributes >= 4",14,"WESTERN.CORDILLERA",1.93,2,1.04,0,4.49,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (>=4)","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands where all 3 rangeland health attributes had moderate-to-extreme or extreme-to-total departure from reference conditions (>= 4) (80% confidence interval) ",27,"Proportion of BLM rangelands where all 3 rangeland health attributes had moderate-to-extreme or extreme-to-total departure from reference conditions (>= 4) (80% confidence interval) ","",135,10584180,1.93,0,4.49,NA
"4706","Western Cordillera","2016","49. Percent of Bare Ground on BLM range",20,"WESTERN.CORDILLERA",11.94,1.94,0.16,9.46,14.43," PERCENT OF BARE GROUND ON BLM RANGE","Year","Percent cover of bare ground on BLM range","percent","Average amount of bare ground on BLM rangelands (80% confidence interval) ",39,"Percent cover of bare ground on BLM rangelands (80% confidence interval) ","",135,10584180,11.94,9.46,14.43,NA
"4707","Western Cordillera","2016","7. Estimated % of BLM range acres with BI >= 4",4,"WESTERN.CORDILLERA",4.23,3.98,0.94,0,9.33,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4) (80% confidence interval)",7,"Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4) (80% confidence interval)","",135,10584180,4.23,0,9.33,NA
"4708","Western Cordillera","2016","52. Estimated BLM range acres that meet this condition",21,"WESTERN.CORDILLERA",2236433,609005,0.27,1455961,3016904,"AT LEAST 20% OF THE LAND IS BARE GROUND","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% bare ground",41,"BLM rangeland acres (millions) with at least 20% bare ground","",135,10584180,2.236433,1.455961,3.016904,NA
"4709","Western Cordillera","2016","68. Percent Columnar Shaped Sagebrush on BLM range",28,"WESTERN.CORDILLERA",10.58,2.51,0.24,7.36,13.8,"PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE","Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)","",135,10584180,10.58,7.36,13.8,NA
"4710","Western Cordillera","2016","3. Estimated BLM range acres with BI <= 2",1,"WESTERN.CORDILLERA",8195349,825776,0.1,7137075,9253623,"BIOTIC INTEGRITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (BI <= 2)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from biotic integrity reference conditions (BI <=2)",2,"BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from biotic integrity reference conditions (BI <=2)","",135,10584180,8.195349,7.137075,9.253623,NA
"4711","Western Cordillera","2016","45. Estimated BLM range acres that meet this condition",18,"WESTERN.CORDILLERA",1081868,535058,0.5,396164,1767572,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",36,"BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ","",135,10584180,1.081868,0.396164,1.767572,NA
"4712","Western Cordillera","2016","67. Mean Sagebrush Species Height in Inches on BLM range",27,"WESTERN.CORDILLERA",16.94,1.22,0.07,15.38,18.5,"MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE","Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)","",135,10584180,16.94,15.38,18.5,NA
"4713","Western Cordillera","2016","56. Estimated % of BLM range acres that meet this condition",23,"WESTERN.CORDILLERA",6.13,3.68,0.6,1.42,10.84,"AT LEAST 40% OF THE LAND IS BARE GROUND","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 40% bare ground (80% confidence interval) ",44,"Proportion of BLM rangelands with at least 40% bare ground (80% confidence interval) ","",135,10584180,6.13,1.42,10.84,NA
"4714","Western Cordillera","2016","55. Estimated BLM range acres that meet this condition",22,"WESTERN.CORDILLERA",1206472,465763,0.39,609573,1803371,"AT LEAST 30% OF THE LAND IS BARE GROUND","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 30% bare ground",43,"BLM rangeland acres (millions) with at least 30% bare ground","",135,10584180,1.206472,0.609573,1.803371,NA
"4715","Western Cordillera","2016","40. Estimated % of BLM range acres that meet this condition",17,"WESTERN.CORDILLERA",10.3,5.35,0.52,3.44,17.15,"25% OR GREATER OF FOLIAGE COMPOSED OF NON-NATIVE INVASIVE SPECIES","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands where non-native invasive species are abundant (>= 25%) (80% confidence interval) ",33,"Proportion of BLM rangelands where >= 25% of foliar cover is comprised of non-native invasive species (80% confidence interval) ","",135,10584180,10.3,3.44,17.15,NA
"4716","Western Cordillera","2016","53. Estimated % of BLM range acres that meet this condition",22,"WESTERN.CORDILLERA",11.4,4.28,0.38,5.92,16.88,"AT LEAST 30% OF THE LAND IS BARE GROUND","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 30% bare ground (80% confidence interval) ",42,"Proportion of BLM rangelands with at least 30% bare ground (80% confidence interval) ","",135,10584180,11.4,5.92,16.88,NA
"4717","Western Cordillera","2016","48. Estimated BLM range acres that meet this condition",19,"WESTERN.CORDILLERA",585399,397390,0.68,76124,1094675,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters and gaps are at least 50% bare ground",38,"BLM rangeland acres (millions) where at least 20% of land has intercanopy gaps of at least 2 meters and at least 50% bare ground","",135,10584180,0.585399,0.076124,1.094675,NA
"4718","Western Cordillera","2016","28. Estimated % of BLM range acres with all 3 rangeland health attributes <= 2",13,"WESTERN.CORDILLERA",86.35,5.56,0.06,79.23,93.47,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (<=2)","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands where all 3 rangeland health attributes had none-to-slight or slight-to-moderate departure from reference conditions (<= 2) (80% confidence interval) ",25,"Proportion of BLM rangelands where all 3 rangeland health attributes had none-to-slight or slight-to-moderate departure from reference conditions (<= 2) (80% confidence interval) ","",135,10584180,86.35,79.23,93.47,NA
"4719","Western Cordillera","2016","Estimated % of BLM range acres with BI >= 3",3,"WESTERN.CORDILLERA",12.14,5.41,0.45,5.2,19.08,"BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3)","Year","Percent of rangeland acres on BLM-administered lands ","percent","Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval)",5,"Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval)","",135,10584180,12.14,5.2,19.08,NA
"4720","Western Cordillera","2016","50. Estimated % of BLM range acres that meet this condition",21,"WESTERN.CORDILLERA",21.13,5.29,0.25,14.36,27.9,"AT LEAST 20% OF THE LAND IS BARE GROUND","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% bare ground (80% confidence interval) ",40,"Proportion of BLM rangelands with at least 20% bare ground (80% confidence interval) ","",135,10584180,21.13,14.36,27.9,NA
"4721","Western Cordillera","2016","36. Estimated BLM range acres with at least 1 rangeland health attribute = 3",15,"WESTERN.CORDILLERA",1058315,453548,0.43,477070,1639560,"AT LEAST 1 RANGELAND HEALTH ATTRIBUTE HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (=3)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) where at least 1 rangeland health attribute had moderate departure from reference conditions (= 3)",30,"BLM rangeland acres (millions) where at least 1 rangeland health attribute had moderate departure from reference conditions (= 3)","",135,10584180,1.058315,0.47707,1.63956,NA
"4722","Western Cordillera","2016","37. Estimated % of BLM range acres that meet this condition",16,"WESTERN.CORDILLERA",53.66,8.28,0.15,43.06,64.27,"NON-NATIVE INVASIVE SPECIES ARE PRESENT","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with non-native invasive species present (80% confidence interval) ",31,"Proportion of BLM rangelands with non-native invasive species present (80% confidence interval) ","",135,10584180,53.66,43.06,64.27,NA
"4723","Western Cordillera","2016","65. Estimated BLM range acres that meet this condition",25,"WESTERN.CORDILLERA",4082303,754455,0.19,3115430,5049176,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less",49,"BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less","",135,10584180,4.082303,3.11543,5.049176,NA
"4724","Western Cordillera","2016","22. Estimated % of BLM range acres with SSS = 3",10,"WESTERN.CORDILLERA",4.06,2.56,0.63,0.78,7.34,"SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3)","Year","Percent of BLM rangeland ","percent","Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ",19,"Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ","",135,10584180,4.06,0.78,7.34,NA
"4725","Western Cordillera","2016","69. Percent Spreading Shaped Sagebrush on BLM range",29,"WESTERN.CORDILLERA",89.42,2.51,0.03,86.2,92.64,"PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE","Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is spreading shaped on BLM rangelands (80% confidence interval)",53,"Proportion of sagebrush that is spreading shaped on BLM rangelands (80% confidence interval)","",135,10584180,89.42,86.2,92.64,NA
"4726","Western Cordillera","2016","66. Percent Foliar Cover of Sagebrush on BLM range",26,"WESTERN.CORDILLERA",10.58,1.37,0.13,8.82,12.33,"PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE","Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ","",135,10584180,10.58,8.82,12.33,NA
"4727","Western Cordillera","2016","Estimated % of BLM range acres with HF >= 3",7,"WESTERN.CORDILLERA",6.38,4.19,0.66,1,11.75,"HYDROLOGIC FUNCTION HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (HF >= 3)","Year","Percent of rangeland acres on BLM-administered lands ","percent","Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) (80% confidence interval) ",13,"Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) (80% confidence interval) ","",135,10584180,6.38,1,11.75,NA
"4728","Western Cordillera","2016","Estimated BLM range acres with SSS >= 3",11,"WESTERN.CORDILLERA",558272,385295,0.69,64497,1052047,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) ",22,"BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) ","",135,10584180,0.558272,0.064497,1.052047,NA
"4729","Western Cordillera","2016","Estimated BLM range acres with BI >= 3",3,"WESTERN.CORDILLERA",1132267,535051,0.47,446572,1817963,"BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) ",6,"BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) ","",135,10584180,1.132267,0.446572,1.817963,NA
"4730","Western Cordillera","2016","39. Estimated BLM range acres that meet this condition",16,"WESTERN.CORDILLERA",5679837,1046625,0.18,4338533,7021141,"NON-NATIVE INVASIVE SPECIES ARE PRESENT","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with non-native invasive species present",32,"BLM rangeland acres (millions) with non-native invasive species present","",135,10584180,5.679837,4.338533,7.021141,NA
