Indicator_Name,Indicator_Number,State,Type,Value,SE,CV,CI_Lower,CI_Upper,Indicator,Year,xlab,ylab,var_type,figure_title,Index,figure_title_edit,caption
66. Percent Foliar Cover of Sagebrush on BLM range,25,BLM,2,4.91,0.51,0.10,4.26,5.56, PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE,2019,Year,Percent cover on BLM-administered lands,percent,Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ,50,Percent cover of sagebrush on BLM rangelands (80% confidence interval) ,
66. Percent Foliar Cover of Sagebrush on BLM range,26,BLM,2,4.20,0.56,0.13,3.49,4.92, PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE,2017,Year,Percent cover on BLM-administered lands,percent,Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ,50,Percent cover of sagebrush on BLM rangelands (80% confidence interval) ,
66. Percent Foliar Cover of Sagebrush on BLM range,26,BLM,1,11.98,0.50,0.04,11.34,12.62, PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE,2012,Year,Percent cover on BLM-administered lands,percent,Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ,50,Percent cover of sagebrush on BLM rangelands (80% confidence interval) ,
66. Percent Foliar Cover of Sagebrush on BLM range,26,BLM,2,4.91,0.49,0.10,4.28,5.54, PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE,2012,Year,Percent cover on BLM-administered lands,percent,Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ,50,Percent cover of sagebrush on BLM rangelands (80% confidence interval) ,
66. Percent Foliar Cover of Sagebrush on BLM range,26,BLM,2,4.28,0.50,0.12,3.64,4.93, PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE,2015,Year,Percent cover on BLM-administered lands,percent,Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ,50,Percent cover of sagebrush on BLM rangelands (80% confidence interval) ,
66. Percent Foliar Cover of Sagebrush on BLM range,26,BLM,NA,8.02,0.46,0.06,7.43,8.60, PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE,2018,Year,Percent cover on BLM-administered lands,percent,Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ,50,Percent cover of sagebrush on BLM rangelands (80% confidence interval) ,
66. Percent Foliar Cover of Sagebrush on BLM range,26,BLM,1,14.09,0.47,0.03,13.49,14.69, PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE,2018,Year,Percent cover on BLM-administered lands,percent,Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ,50,Percent cover of sagebrush on BLM rangelands (80% confidence interval) ,
66. Percent Foliar Cover of Sagebrush on BLM range,26,BLM,NA,7.43,0.43,0.06,6.88,7.98, PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE,2017,Year,Percent cover on BLM-administered lands,percent,Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ,50,Percent cover of sagebrush on BLM rangelands (80% confidence interval) ,
66. Percent Foliar Cover of Sagebrush on BLM range,26,BLM,1,12.68,0.46,0.04,12.09,13.26, PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE,2016,Year,Percent cover on BLM-administered lands,percent,Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ,50,Percent cover of sagebrush on BLM rangelands (80% confidence interval) ,
66. Percent Foliar Cover of Sagebrush on BLM range,26,BLM,2,4.17,0.36,0.09,3.71,4.63, PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE,2016,Year,Percent cover on BLM-administered lands,percent,Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ,50,Percent cover of sagebrush on BLM rangelands (80% confidence interval) ,
66. Percent Foliar Cover of Sagebrush on BLM range,26,BLM,1,13.77,0.53,0.04,13.10,14.45, PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE,2017,Year,Percent cover on BLM-administered lands,percent,Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ,50,Percent cover of sagebrush on BLM rangelands (80% confidence interval) ,
66. Percent Foliar Cover of Sagebrush on BLM range,26,BLM,1,12.40,0.35,0.03,11.95,12.85, PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE,2014,Year,Percent cover on BLM-administered lands,percent,Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ,50,Percent cover of sagebrush on BLM rangelands (80% confidence interval) ,
66. Percent Foliar Cover of Sagebrush on BLM range,26,BLM,2,4.49,0.31,0.07,4.10,4.88, PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE,2014,Year,Percent cover on BLM-administered lands,percent,Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ,50,Percent cover of sagebrush on BLM rangelands (80% confidence interval) ,
66. Percent Foliar Cover of Sagebrush on BLM range,26,BLM,2,4.94,0.58,0.12,4.19,5.68, PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE,2018,Year,Percent cover on BLM-administered lands,percent,Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ,50,Percent cover of sagebrush on BLM rangelands (80% confidence interval) ,
67. Mean Sagebrush Species Height in Inches on BLM range,26,BLM,1,14.68,0.29,0.02,14.32,15.05, MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE,2019,Year,Inches,inches,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),51,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),
67. Mean Sagebrush Species Height in Inches on BLM range,26,BLM,2,14.90,0.63,0.04,14.09,15.71, MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE,2019,Year,Inches,inches,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),51,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),
67. Mean Sagebrush Species Height in Inches on BLM range,27,BLM,NA,14.79,0.42,0.03,14.26,15.33, MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE,2012,Year,Inches,inches,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),51,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),
67. Mean Sagebrush Species Height in Inches on BLM range,26,BLM,NA,14.79,0.37,0.03,14.32,15.26, MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE,2019,Year,Inches,inches,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),51,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),
67. Mean Sagebrush Species Height in Inches on BLM range,27,BLM,2,16.24,0.81,0.05,15.20,17.27, MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE,2012,Year,Inches,inches,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),51,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),
67. Mean Sagebrush Species Height in Inches on BLM range,27,BLM,2,13.80,0.50,0.04,13.16,14.45, MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE,2014,Year,Inches,inches,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),51,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),
67. Mean Sagebrush Species Height in Inches on BLM range,27,BLM,2,13.66,0.67,0.05,12.80,14.52, MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE,2018,Year,Inches,inches,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),51,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),
67. Mean Sagebrush Species Height in Inches on BLM range,27,BLM,1,13.52,0.33,0.02,13.10,13.94, MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE,2012,Year,Inches,inches,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),51,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),
67. Mean Sagebrush Species Height in Inches on BLM range,27,BLM,NA,14.42,0.35,0.02,13.97,14.87, MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE,2015,Year,Inches,inches,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),51,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),
67. Mean Sagebrush Species Height in Inches on BLM range,27,BLM,NA,14.81,0.32,0.02,14.40,15.22, MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE,2016,Year,Inches,inches,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),51,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),
67. Mean Sagebrush Species Height in Inches on BLM range,27,BLM,1,14.51,0.32,0.02,14.10,14.93, MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE,2018,Year,Inches,inches,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),51,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),
67. Mean Sagebrush Species Height in Inches on BLM range,27,BLM,NA,13.84,0.29,0.02,13.47,14.21, MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE,2014,Year,Inches,inches,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),51,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),
67. Mean Sagebrush Species Height in Inches on BLM range,27,BLM,1,13.88,0.24,0.02,13.57,14.19, MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE,2014,Year,Inches,inches,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),51,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),
67. Mean Sagebrush Species Height in Inches on BLM range,27,BLM,NA,14.09,0.37,0.03,13.62,14.56, MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE,2018,Year,Inches,inches,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),51,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),
67. Mean Sagebrush Species Height in Inches on BLM range,27,BLM,2,14.56,0.70,0.05,13.67,15.46, MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE,2017,Year,Inches,inches,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),51,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),
67. Mean Sagebrush Species Height in Inches on BLM range,27,BLM,1,14.57,0.23,0.02,14.28,14.86, MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE,2015,Year,Inches,inches,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),51,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),
67. Mean Sagebrush Species Height in Inches on BLM range,27,BLM,2,14.25,0.65,0.05,13.42,15.07, MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE,2015,Year,Inches,inches,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),51,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),
67. Mean Sagebrush Species Height in Inches on BLM range,27,BLM,2,14.13,0.58,0.04,13.38,14.87, MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE,2016,Year,Inches,inches,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),51,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),
67. Mean Sagebrush Species Height in Inches on BLM range,27,BLM,NA,14.75,0.40,0.03,14.24,15.26, MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE,2017,Year,Inches,inches,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),51,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),
67. Mean Sagebrush Species Height in Inches on BLM range,27,BLM,1,15.46,0.22,0.01,15.18,15.74, MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE,2016,Year,Inches,inches,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),51,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),
67. Mean Sagebrush Species Height in Inches on BLM range,27,BLM,1,14.91,0.40,0.03,14.39,15.42, MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE,2017,Year,Inches,inches,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),51,Mean sagebrush species height in inches on BLM rangelands (80% confidence interval),
68. Percent Columnar Shaped Sagebrush on BLM range,28,BLM,1,12.28,0.90,0.07,11.13,13.43, PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE,2012,Year,Percent of sagebrush on BLM-administered lands,percent,Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval),52,Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval),
68. Percent Columnar Shaped Sagebrush on BLM range,28,BLM,NA,8.79,1.18,0.13,7.27,10.30, PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE,2014,Year,Percent of sagebrush on BLM-administered lands,percent,Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval),52,Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval),
68. Percent Columnar Shaped Sagebrush on BLM range,28,BLM,1,7.84,0.53,0.07,7.17,8.52, PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE,2014,Year,Percent of sagebrush on BLM-administered lands,percent,Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval),52,Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval),
68. Percent Columnar Shaped Sagebrush on BLM range,28,BLM,2,9.89,2.34,0.24,6.89,12.88, PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE,2014,Year,Percent of sagebrush on BLM-administered lands,percent,Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval),52,Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval),
68. Percent Columnar Shaped Sagebrush on BLM range,28,BLM,NA,13.25,1.38,0.10,11.48,15.02, PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE,2012,Year,Percent of sagebrush on BLM-administered lands,percent,Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval),52,Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval),
68. Percent Columnar Shaped Sagebrush on BLM range,27,BLM,1,9.12,0.87,0.10,8.00,10.24, PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE,2019,Year,Percent of sagebrush on BLM-administered lands,percent,Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval),52,Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval),
68. Percent Columnar Shaped Sagebrush on BLM range,28,BLM,2,11.44,1.73,0.15,9.22,13.65, PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE,2015,Year,Percent of sagebrush on BLM-administered lands,percent,Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval),52,Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval),
68. Percent Columnar Shaped Sagebrush on BLM range,27,BLM,2,13.02,2.80,0.22,9.43,16.61, PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE,2019,Year,Percent of sagebrush on BLM-administered lands,percent,Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval),52,Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval),
68. Percent Columnar Shaped Sagebrush on BLM range,27,BLM,NA,10.91,1.44,0.13,9.06,12.75, PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE,2019,Year,Percent of sagebrush on BLM-administered lands,percent,Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval),52,Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval),
68. Percent Columnar Shaped Sagebrush on BLM range,28,BLM,1,7.67,0.57,0.07,6.94,8.40, PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE,2015,Year,Percent of sagebrush on BLM-administered lands,percent,Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval),52,Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval),
