Indicator_Name,Indicator_Number,State,Type,Value,SE,CV,CI_Lower,CI_Upper,Indicator,Year,xlab,ylab,var_type,figure_title,Index,figure_title_edit,caption
6. Estimated BLM range acres with BI = 3,2,BLM,2,13940095.00,2546895.00,0.18,10676118.00,17204073.00,BIOTIC INTEGRITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (BI = 3),2012,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate departure from biotic integrity reference conditions (BI = 3) ,4,BLM rangeland acres (millions) with moderate departure from biotic integrity reference conditions (BI = 3) ,
61. Estimated BLM range acres that meet this condition,24,BLM,1,5783118.00,705264.00,0.12,4879286.00,6686950.00,AT LEAST 50% OF THE LAND IS BARE GROUND,2012,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with at least 50% bare ground,47,BLM rangeland acres (millions) with at least 50% bare ground,
61. Estimated BLM range acres that meet this condition,24,BLM,NA,16258325.00,2769895.00,0.17,12707319.00,19809331.00,AT LEAST 50% OF THE LAND IS BARE GROUND,2011,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with at least 50% bare ground,47,BLM rangeland acres (millions) with at least 50% bare ground,
61. Estimated BLM range acres that meet this condition,24,BLM,2,23258714.00,2386236.00,0.10,20200630.00,26316798.00,AT LEAST 50% OF THE LAND IS BARE GROUND,2012,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with at least 50% bare ground,47,BLM rangeland acres (millions) with at least 50% bare ground,
61. Estimated BLM range acres that meet this condition,24,BLM,2,17772936.00,2071637.00,0.12,15118026.00,20427846.00,AT LEAST 50% OF THE LAND IS BARE GROUND,2014,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with at least 50% bare ground,47,BLM rangeland acres (millions) with at least 50% bare ground,
61. Estimated BLM range acres that meet this condition,24,BLM,2,20092155.00,1691097.00,0.08,17924926.00,22259383.00,AT LEAST 50% OF THE LAND IS BARE GROUND,2015,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with at least 50% bare ground,47,BLM rangeland acres (millions) with at least 50% bare ground,
61. Estimated BLM range acres that meet this condition,24,BLM,NA,29041832.00,2368854.00,0.08,26006024.00,32077640.00,AT LEAST 50% OF THE LAND IS BARE GROUND,2012,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with at least 50% bare ground,47,BLM rangeland acres (millions) with at least 50% bare ground,
61. Estimated BLM range acres that meet this condition,24,BLM,1,3414922.00,891473.00,0.26,2272053.00,4557790.00,AT LEAST 50% OF THE LAND IS BARE GROUND,2011,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with at least 50% bare ground,47,BLM rangeland acres (millions) with at least 50% bare ground,
61. Estimated BLM range acres that meet this condition,24,BLM,2,12843403.00,2542975.00,0.20,9583310.00,16103497.00,AT LEAST 50% OF THE LAND IS BARE GROUND,2011,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with at least 50% bare ground,47,BLM rangeland acres (millions) with at least 50% bare ground,
61. Estimated BLM range acres that meet this condition,24,BLM,1,3098554.00,339887.00,0.11,2662971.00,3534137.00,AT LEAST 50% OF THE LAND IS BARE GROUND,2016,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with at least 50% bare ground,47,BLM rangeland acres (millions) with at least 50% bare ground,
61. Estimated BLM range acres that meet this condition,24,BLM,2,24495221.00,2640081.00,0.11,21111822.00,27878620.00,AT LEAST 50% OF THE LAND IS BARE GROUND,2016,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with at least 50% bare ground,47,BLM rangeland acres (millions) with at least 50% bare ground,
61. Estimated BLM range acres that meet this condition,24,BLM,1,6727293.00,625801.00,0.09,5925296.00,7529289.00,AT LEAST 50% OF THE LAND IS BARE GROUND,2014,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with at least 50% bare ground,47,BLM rangeland acres (millions) with at least 50% bare ground,
61. Estimated BLM range acres that meet this condition,24,BLM,NA,27593775.00,2589396.00,0.09,24275330.00,30912219.00,AT LEAST 50% OF THE LAND IS BARE GROUND,2016,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with at least 50% bare ground,47,BLM rangeland acres (millions) with at least 50% bare ground,
61. Estimated BLM range acres that meet this condition,24,BLM,NA,23316075.00,1820410.00,0.08,20983126.00,25649024.00,AT LEAST 50% OF THE LAND IS BARE GROUND,2017,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with at least 50% bare ground,47,BLM rangeland acres (millions) with at least 50% bare ground,
61. Estimated BLM range acres that meet this condition,24,BLM,1,3333615.00,429728.00,0.13,2782896.00,3884334.00,AT LEAST 50% OF THE LAND IS BARE GROUND,2017,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with at least 50% bare ground,47,BLM rangeland acres (millions) with at least 50% bare ground,
61. Estimated BLM range acres that meet this condition,24,BLM,NA,24500229.00,2364446.00,0.10,21470070.00,27530388.00,AT LEAST 50% OF THE LAND IS BARE GROUND,2014,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with at least 50% bare ground,47,BLM rangeland acres (millions) with at least 50% bare ground,
61. Estimated BLM range acres that meet this condition,24,BLM,NA,26107434.00,1673856.00,0.06,23962301.00,28252567.00,AT LEAST 50% OF THE LAND IS BARE GROUND,2015,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with at least 50% bare ground,47,BLM rangeland acres (millions) with at least 50% bare ground,
61. Estimated BLM range acres that meet this condition,24,BLM,NA,18736194.00,2581566.00,0.14,15427784.00,22044604.00,AT LEAST 50% OF THE LAND IS BARE GROUND,2018,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with at least 50% bare ground,47,BLM rangeland acres (millions) with at least 50% bare ground,
61. Estimated BLM range acres that meet this condition,24,BLM,1,3039149.00,523767.00,0.17,2367914.00,3710383.00,AT LEAST 50% OF THE LAND IS BARE GROUND,2018,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with at least 50% bare ground,47,BLM rangeland acres (millions) with at least 50% bare ground,
61. Estimated BLM range acres that meet this condition,24,BLM,2,19982460.00,1757934.00,0.09,17729578.00,22235342.00,AT LEAST 50% OF THE LAND IS BARE GROUND,2017,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with at least 50% bare ground,47,BLM rangeland acres (millions) with at least 50% bare ground,
61. Estimated BLM range acres that meet this condition,24,BLM,1,6015279.00,456872.00,0.08,5429775.00,6600784.00,AT LEAST 50% OF THE LAND IS BARE GROUND,2015,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with at least 50% bare ground,47,BLM rangeland acres (millions) with at least 50% bare ground,
61. Estimated BLM range acres that meet this condition,24,BLM,NA,19036159.00,2306976.00,0.12,16079649.00,21992668.00,AT LEAST 50% OF THE LAND IS BARE GROUND,2019,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with at least 50% bare ground,47,BLM rangeland acres (millions) with at least 50% bare ground,
61. Estimated BLM range acres that meet this condition,24,BLM,2,15697045.00,2384739.00,0.15,12640879.00,18753212.00,AT LEAST 50% OF THE LAND IS BARE GROUND,2018,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with at least 50% bare ground,47,BLM rangeland acres (millions) with at least 50% bare ground,
61. Estimated BLM range acres that meet this condition,24,BLM,2,15351008.00,2297749.00,0.15,12406325.00,18295692.00,AT LEAST 50% OF THE LAND IS BARE GROUND,2019,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with at least 50% bare ground,47,BLM rangeland acres (millions) with at least 50% bare ground,
61. Estimated BLM range acres that meet this condition,24,BLM,1,3685150.00,478720.00,0.13,3071646.00,4298654.00,AT LEAST 50% OF THE LAND IS BARE GROUND,2019,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with at least 50% bare ground,47,BLM rangeland acres (millions) with at least 50% bare ground,
63. Estimated % of BLM range acres that meet this condition,25,BLM,NA,68.86,1.61,0.02,66.79,70.93,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2012,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),48,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),
63. Estimated % of BLM range acres that meet this condition,25,BLM,2,68.95,1.56,0.02,66.96,70.95,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2016,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),48,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),
63. Estimated % of BLM range acres that meet this condition,25,BLM,NA,77.96,1.26,0.02,76.34,79.57,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2014,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),48,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),
63. Estimated % of BLM range acres that meet this condition,25,BLM,1,47.43,1.78,0.04,45.14,49.71,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2015,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),48,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),
63. Estimated % of BLM range acres that meet this condition,25,BLM,2,64.70,3.73,0.06,59.91,69.48,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2018,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),48,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),
63. Estimated % of BLM range acres that meet this condition,25,BLM,2,64.57,2.61,0.04,61.22,67.92,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2017,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),48,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),
63. Estimated % of BLM range acres that meet this condition,25,BLM,1,45.87,1.60,0.04,43.82,47.91,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2016,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),48,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),
63. Estimated % of BLM range acres that meet this condition,25,BLM,2,68.19,2.58,0.04,64.87,71.50,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2015,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),48,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),
63. Estimated % of BLM range acres that meet this condition,25,BLM,2,82.42,1.54,0.02,80.45,84.39,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2014,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),48,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),
63. Estimated % of BLM range acres that meet this condition,25,BLM,NA,55.67,2.23,0.04,52.81,58.52,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2011,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),48,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),
63. Estimated % of BLM range acres that meet this condition,25,BLM,NA,61.38,1.73,0.03,59.16,63.59,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2015,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),48,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),
63. Estimated % of BLM range acres that meet this condition,25,BLM,1,46.01,2.29,0.05,43.07,48.94,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2017,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),48,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),
63. Estimated % of BLM range acres that meet this condition,25,BLM,1,45.03,2.35,0.05,42.02,48.05,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2018,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),48,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),
63. Estimated % of BLM range acres that meet this condition,25,BLM,NA,61.36,1.09,0.02,59.96,62.75,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2016,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),48,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),
63. Estimated % of BLM range acres that meet this condition,25,BLM,2,71.76,2.40,0.03,68.68,74.84,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2012,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),48,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),
63. Estimated % of BLM range acres that meet this condition,25,BLM,NA,58.31,1.78,0.03,56.04,60.59,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2017,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),48,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),
63. Estimated % of BLM range acres that meet this condition,25,BLM,1,63.36,1.96,0.03,60.85,65.87,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2012,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),48,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),
63. Estimated % of BLM range acres that meet this condition,25,BLM,2,63.56,3.18,0.05,59.48,67.63,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2011,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),48,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),
63. Estimated % of BLM range acres that meet this condition,25,BLM,1,68.64,1.86,0.03,66.26,71.02,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2014,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),48,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),
63. Estimated % of BLM range acres that meet this condition,25,BLM,NA,58.08,2.29,0.04,55.14,61.01,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2018,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),48,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),
63. Estimated % of BLM range acres that meet this condition,25,BLM,1,40.59,3.86,0.10,35.64,45.53,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2011,Year,Percent of rangeland acres on BLM-administered lands,percent,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),48,Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval),
65. Estimated BLM range acres that meet this condition,25,BLM,NA,99010150.00,2943502.00,0.03,95237900.00,102782400.00,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2015,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,49,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,
65. Estimated BLM range acres that meet this condition,25,BLM,NA,92463343.00,2978013.00,0.03,88646866.00,96279819.00,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2017,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,49,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,
65. Estimated BLM range acres that meet this condition,25,BLM,2,67878080.00,2781360.00,0.04,64313624.00,71442536.00,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2017,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,49,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,
65. Estimated BLM range acres that meet this condition,25,BLM,1,23566507.00,1163521.00,0.05,22075395.00,25057620.00,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2018,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,49,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,
65. Estimated BLM range acres that meet this condition,25,BLM,2,63049658.00,3026521.00,0.05,59169659.00,66929658.00,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2011,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,49,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,
65. Estimated BLM range acres that meet this condition,25,BLM,NA,90237666.00,3624027.00,0.04,85593288.00,94882044.00,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2018,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,49,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,
65. Estimated BLM range acres that meet this condition,25,BLM,2,73910724.00,2969166.00,0.04,70105584.00,77715864.00,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2015,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,49,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,
65. Estimated BLM range acres that meet this condition,25,BLM,NA,105482469.00,2636560.00,0.03,102103582.00,108861356.00,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2012,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,49,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,
65. Estimated BLM range acres that meet this condition,25,BLM,NA,99460689.00,2018867.00,0.02,96873407.00,102047971.00,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2016,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,49,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,
65. Estimated BLM range acres that meet this condition,25,BLM,2,66671159.00,3760159.00,0.06,61852321.00,71489997.00,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2018,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,49,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,
65. Estimated BLM range acres that meet this condition,25,BLM,NA,84116084.00,3543393.00,0.04,79573454.00,88658715.00,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2011,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,49,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,
65. Estimated BLM range acres that meet this condition,25,BLM,1,21066426.00,1744848.00,0.08,18829531.00,23303321.00,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2011,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,49,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,
65. Estimated BLM range acres that meet this condition,25,BLM,NA,127727892.00,2207206.00,0.02,124899244.00,130556540.00,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2014,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,49,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,
65. Estimated BLM range acres that meet this condition,25,BLM,1,25099426.00,951032.00,0.04,23880629.00,26318223.00,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2015,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,49,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,
65. Estimated BLM range acres that meet this condition,25,BLM,1,24585262.00,1273168.00,0.05,22953632.00,26216893.00,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2017,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,49,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,
65. Estimated BLM range acres that meet this condition,25,BLM,1,24460011.00,919849.00,0.04,23281178.00,25638845.00,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2016,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,49,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,
65. Estimated BLM range acres that meet this condition,25,BLM,1,33498698.00,1186012.00,0.04,31978763.00,35018634.00,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2012,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,49,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,
65. Estimated BLM range acres that meet this condition,25,BLM,2,71983771.00,2792221.00,0.04,68405396.00,75562146.00,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2012,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,49,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,
65. Estimated BLM range acres that meet this condition,25,BLM,2,91277055.00,1932756.00,0.02,88800128.00,93753981.00,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2014,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,49,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,
65. Estimated BLM range acres that meet this condition,25,BLM,2,75000678.00,1889931.00,0.03,72578633.00,77422722.00,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2016,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,49,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,
65. Estimated BLM range acres that meet this condition,25,BLM,1,36450838.00,936070.00,0.03,35251216.00,37650459.00,SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION),2014,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,49,BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less,
66. Percent Foliar Cover of Sagebrush on BLM range,26,BLM,NA,7.35,0.39,0.05,6.86,7.84, PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE,2012,Year,Percent cover on BLM-administered lands,percent,Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ,50,Percent cover of sagebrush on BLM rangelands (80% confidence interval) ,
66. Percent Foliar Cover of Sagebrush on BLM range,25,BLM,NA,8.31,0.45,0.05,7.74,8.88, PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE,2019,Year,Percent cover on BLM-administered lands,percent,Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ,50,Percent cover of sagebrush on BLM rangelands (80% confidence interval) ,
66. Percent Foliar Cover of Sagebrush on BLM range,25,BLM,1,14.77,0.57,0.04,14.03,15.51, PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE,2019,Year,Percent cover on BLM-administered lands,percent,Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ,50,Percent cover of sagebrush on BLM rangelands (80% confidence interval) ,
66. Percent Foliar Cover of Sagebrush on BLM range,26,BLM,NA,7.06,0.24,0.03,6.75,7.36, PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE,2014,Year,Percent cover on BLM-administered lands,percent,Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ,50,Percent cover of sagebrush on BLM rangelands (80% confidence interval) ,
66. Percent Foliar Cover of Sagebrush on BLM range,26,BLM,NA,7.20,0.38,0.05,6.71,7.68, PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE,2015,Year,Percent cover on BLM-administered lands,percent,Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ,50,Percent cover of sagebrush on BLM rangelands (80% confidence interval) ,
66. Percent Foliar Cover of Sagebrush on BLM range,26,BLM,NA,6.97,0.27,0.04,6.63,7.31, PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE,2016,Year,Percent cover on BLM-administered lands,percent,Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ,50,Percent cover of sagebrush on BLM rangelands (80% confidence interval) ,
66. Percent Foliar Cover of Sagebrush on BLM range,26,BLM,1,13.16,0.38,0.03,12.68,13.64, PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE,2015,Year,Percent cover on BLM-administered lands,percent,Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ,50,Percent cover of sagebrush on BLM rangelands (80% confidence interval) ,
