"Indicator_Name","Indicator_Number","State","Type","Value","SE","CV","CI_Lower","CI_Upper","Indicator","Year","xlab","ylab","var_type","figure_title","Index","figure_title_edit","caption"
"43. Estimated % of BLM range acres that meet this condition",18,"WY",1,16.21,3.12,0.19,12.2,20.21,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2019,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",18,"UT",1,3.48,3.85,1.11,0,8.42,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2019,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"UT",2,46.69,5.4,0.12,39.76,53.61,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2017,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"WA",2,0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2017,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"WY",1,10.66,2.16,0.2,7.9,13.43,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2017,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"WY",2,0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2016,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"WY",1,8.94,1.57,0.18,6.93,10.95,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2016,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"WA",2,0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2018,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"WY",2,14.43,17.12,1.19,0,36.37,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2017,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"WY",2,0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2018,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"WY",1,11.92,2.89,0.24,8.22,15.62,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2018,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"45. Estimated BLM range acres that meet this condition",17,"UT",1,667548,177235,0.27,440413,894684,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2014,"Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",36,"BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",""
"45. Estimated BLM range acres that meet this condition",17,"OR",2,583321,379089,0.65,97499,1069143,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2014,"Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",36,"BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",""
"45. Estimated BLM range acres that meet this condition",17,"CO",1,725367,104433,0.14,591531,859203,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2014,"Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",36,"BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",""
"45. Estimated BLM range acres that meet this condition",17,"SD",2,0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2014,"Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",36,"BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",""
"45. Estimated BLM range acres that meet this condition",18,"UT",2,9958447,1545873,0.16,7977330,11939563,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2012,"Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",36,"BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",""
"45. Estimated BLM range acres that meet this condition",18,"OR",2,486429,403963,0.83,0,1004128,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2012,"Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",36,"BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",""
"45. Estimated BLM range acres that meet this condition",18,"SD",2,0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2012,"Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",36,"BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",""
"45. Estimated BLM range acres that meet this condition",17,"OR",1,2405058,326957,0.14,1986045,2824070,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2014,"Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",36,"BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",""
"45. Estimated BLM range acres that meet this condition",17,"NV",2,17453270,1903208,0.11,15014211,19892329,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2015,"Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",36,"BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",""
"45. Estimated BLM range acres that meet this condition",18,"WA",2,0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2012,"Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",36,"BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",""
"45. Estimated BLM range acres that meet this condition",18,"WY",1,2605010,349705,0.13,2156845,3053175,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2012,"Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",36,"BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",""
"45. Estimated BLM range acres that meet this condition",18,"UT",1,460692,176854,0.38,234045,687340,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2012,"Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",36,"BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",""
"45. Estimated BLM range acres that meet this condition",17,"OR",1,2064068,319595,0.16,1654490,2473645,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2015,"Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",36,"BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",""
"45. Estimated BLM range acres that meet this condition",17,"NM",2,6342686,1071212,0.17,4969872,7715500,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2015,"Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",36,"BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",""
"45. Estimated BLM range acres that meet this condition",17,"ND",1,0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2015,"Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",36,"BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",""
"45. Estimated BLM range acres that meet this condition",17,"ND",2,0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2015,"Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",36,"BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",""
"45. Estimated BLM range acres that meet this condition",17,"UT",2,14828582,835114,0.06,13758340,15898823,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2015,"Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",36,"BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",""
"45. Estimated BLM range acres that meet this condition",17,"OR",2,1183889,460526,0.39,593702,1774077,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2015,"Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",36,"BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",""
"45. Estimated BLM range acres that meet this condition",17,"SD",2,0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2015,"Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",36,"BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",""
