"Indicator_Name","Indicator_Number","State","Type","Value","SE","CV","CI_Lower","CI_Upper","Indicator","Year","xlab","ylab","var_type","figure_title","Index","figure_title_edit","caption"
"43. Estimated % of BLM range acres that meet this condition",17,"MT",1,1.66,0.93,0.56,0.46,2.85,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2014,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"MT",2,0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2014,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"NV",1,23.74,3.69,0.16,19.01,28.47,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2014,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"NV",2,61.23,3.71,0.06,56.48,65.98,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2014,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"NM",2,46.8,7.46,0.16,37.24,56.36,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2014,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"ND",2,0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2014,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"OR",1,27,3.65,0.14,22.32,31.68,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2014,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"OR",2,12.25,7.84,0.64,2.2,22.3,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2014,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"SD",2,0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2014,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"UT",1,37.91,10.1,0.27,24.97,50.86,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2014,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"UT",2,48.85,4.62,0.1,42.92,54.78,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2014,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"WA",2,0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2014,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"WY",1,18.92,2.58,0.14,15.62,22.22,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2014,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"WY",2,0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2014,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"NM",2,56.53,12.15,0.22,40.95,72.1,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2018,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"OR",1,15.56,2.7,0.17,12.11,19.02,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2018,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"OR",2,0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2018,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"NV",1,17.26,2.57,0.15,13.97,20.56,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2015,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"BLM",NA,37.44,1.74,0.05,35.21,39.67,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2017,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"AZ",2,63.09,6.37,0.1,54.93,71.25,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2017,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"CA",1,7.15,7.38,1.03,0,16.61,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2017,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"CA",2,78.25,5.68,0.07,70.97,85.53,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2017,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"CO",1,13.67,5.01,0.37,7.26,20.09,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2017,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"CO",2,5.37,3.84,0.72,0.45,10.29,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2017,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"ID",1,4.06,3,0.74,0.21,7.91,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2017,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"ID",2,5.27,5.5,1.05,0,12.32,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2017,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"MT",1,1.5,1.04,0.69,0.17,2.84,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2017,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"MT",2,0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2017,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"NV",1,20.73,2.8,0.14,17.14,24.32,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2017,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"NV",2,56.8,5.14,0.09,50.21,63.38,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2017,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",18,"ID",2,18.88,13.9,0.74,1.06,36.7,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2012,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",18,"MT",1,4.73,2.76,0.58,1.19,8.27,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2012,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"OR",1,16.28,3.63,0.22,11.63,20.93,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2017,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"OR",2,17.91,13.33,0.75,0.82,35,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2017,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"SD",2,0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2017,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"UT",1,18.15,10.76,0.59,4.36,31.93,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2017,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"UT",2,39.59,3.8,0.1,34.72,44.46,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2016,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"WA",2,0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2016,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",18,"CA",1,0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2012,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",18,"CA",2,77.63,10.27,0.13,64.46,90.79,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2012,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",18,"CO",1,16.1,8.55,0.53,5.15,27.05,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2012,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",18,"CO",2,42.67,12.01,0.28,27.28,58.06,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2012,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",18,"ID",1,4.8,1.9,0.4,2.37,7.23,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2012,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"ID",2,14.89,7.37,0.5,5.45,24.34,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2015,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"MT",1,5.03,1.52,0.3,3.09,6.98,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2015,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",18,"MT",2,5.66,7.63,1.35,0,15.44,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2012,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",18,"NV",1,17.65,3.98,0.23,12.55,22.75,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2012,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",18,"NV",2,61.77,4.75,0.08,55.68,67.85,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2012,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"BLM",NA,44.35,1.89,0.04,41.93,46.77,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2015,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"AZ",2,80.62,9.6,0.12,68.32,92.93,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2015,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"CA",1,16.72,11.66,0.7,1.78,31.66,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2015,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"CA",2,79.01,4.35,0.06,73.43,84.59,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2015,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"CO",1,10.37,4.41,0.43,4.73,16.02,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2015,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"CO",2,35.98,8.43,0.23,25.18,46.79,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2015,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",18,"WY",2,0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2019,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"ID",1,9.57,2.03,0.21,6.96,12.17,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2015,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"UT",1,7.28,6.58,0.9,0,15.71,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2018,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"UT",2,44.09,6.19,0.14,36.16,52.01,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2018,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",18,"SD",2,0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2019,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",17,"SD",2,0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2018,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",18,"UT",2,28.56,5.55,0.19,21.45,35.67,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2019,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
"43. Estimated % of BLM range acres that meet this condition",18,"WA",2,0,0,0,0,0,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M",2019,"Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",""
